iter	Logloss
0	0.6435387021
1	0.588661935
2	0.5416459728
3	0.4969487072
4	0.4582775879
5	0.4195232573
6	0.3854811605
7	0.3534471203
8	0.3282534063
9	0.3022973633
10	0.2824753534
11	0.2600004069
12	0.2416070266
13	0.2223373849
14	0.204950765
15	0.1931510417
16	0.1816543143
17	0.1688427444
18	0.155672622
19	0.1444583566
20	0.1323211089
21	0.1228185599
22	0.113322565
23	0.1039709182
24	0.09647943406
25	0.08959644136
26	0.08292601086
27	0.07671603248
28	0.07162706648
29	0.06782057989
30	0.06318774995
31	0.0588121614
32	0.05469044277
33	0.05098379953
34	0.04779764811
35	0.04472391038
36	0.0418464261
37	0.03942341396
38	0.0370043473
39	0.03480239868
40	0.03293211437
41	0.0310282462
42	0.02936333429
43	0.02800775437
44	0.02663649786
45	0.02516704378
46	0.02390772683
47	0.02262054988
48	0.02158560617
49	0.0205632128
50	0.01956702641
51	0.01862463815
52	0.01786312285
53	0.01701386225
54	0.01628213065
55	0.01555095673
56	0.01495355515
57	0.01430904752
58	0.01375694638
59	0.013261944
60	0.0127393223
61	0.0122450983
62	0.01181537447
63	0.01135232835
64	0.01093144916
65	0.01055059342
66	0.01015711557
67	0.009813893636
68	0.009461121332
69	0.009135222662
70	0.008814455668
71	0.008506073725
72	0.00826541719
73	0.007988075983
74	0.007749964396
75	0.007510999952
76	0.007278150377
77	0.007096923646
78	0.006874021348
79	0.00668830917
80	0.006524340312
81	0.006359412784
82	0.006200759524
83	0.006023481914
84	0.005867218744
85	0.005757138388
86	0.005589256741
87	0.005457212357
88	0.005331591652
89	0.005207197099
90	0.00512922287
91	0.005045936221
92	0.004925049373
93	0.004852741332
94	0.004751913434
95	0.004654048738
96	0.004545307159
97	0.004446577345
98	0.004359792074
99	0.004288744699
100	0.004217314947
101	0.004124289921
102	0.004029743104
103	0.003946572712
104	0.003872395016
105	0.003801910764
106	0.003738073621
107	0.003680286635
108	0.003603360312
109	0.003550741105
110	0.003480902399
111	0.003408337094
112	0.003369402431
113	0.003338658696
114	0.003282489095
115	0.003228105136
116	0.003172199613
117	0.003122696195
118	0.003067141487
119	0.003022380329
120	0.002969667798
121	0.002920918692
122	0.002874603953
123	0.002829231989
124	0.002795232137
125	0.00275199981
126	0.002703502746
127	0.002666099866
128	0.002621122769
129	0.002595638548
130	0.002557722273
131	0.002521617299
132	0.002483036632
133	0.002447122392
134	0.002416398185
135	0.002381259373
136	0.002343438466
137	0.002314740363
138	0.002281507992
139	0.0022583001
140	0.00222529048
141	0.002199515842
142	0.002171064104
143	0.002136528378
144	0.002108968326
145	0.002080262048
146	0.002060073217
147	0.002035458883
148	0.00200839406
149	0.001980914615
150	0.00195320084
151	0.001929411207
152	0.001905701955
153	0.001877388954
154	0.001856843858
155	0.001832823072
156	0.001819836072
157	0.001802735329
158	0.001783034915
159	0.001761783191
160	0.001742702212
161	0.00172861894
162	0.001715999671
163	0.001693844341
164	0.001679060686
165	0.001664934045
166	0.001649394262
167	0.001634936673
168	0.001621487027
169	0.00160417693
170	0.001589788709
171	0.00157585303
172	0.001560812451
173	0.001544780731
174	0.00153213149
175	0.001513687429
176	0.001497968038
177	0.001482385908
178	0.001468672525
179	0.001458850475
180	0.001443612689
181	0.001430166562
182	0.00142097371
183	0.001406813576
184	0.001395633788
185	0.001383888721
186	0.001376508531
187	0.001363083749
188	0.001348891599
189	0.001336127349
190	0.001325171561
191	0.001316602344
192	0.001306643259
193	0.001294864473
194	0.001281278815
195	0.001274071421
196	0.001262778328
197	0.001250830946
198	0.001241863342
199	0.001228698549
200	0.001217453934
201	0.001208452043
202	0.001198771113
203	0.001187377998
204	0.001178838866
205	0.001173877035
206	0.001163386731
207	0.001154224078
208	0.001145981266
209	0.001137730053
210	0.001129727591
211	0.001122135548
212	0.001113203253
213	0.001105377106
214	0.001097136906
215	0.001088500704
216	0.001083102226
217	0.001077301502
218	0.001068967638
219	0.001061162154
220	0.001053876423
221	0.001045821621
222	0.001036447457
223	0.001029094969
224	0.001024555025
225	0.001019538925
226	0.001012042818
227	0.00100423109
228	0.0009962457702
229	0.000990339915
230	0.0009835238684
231	0.0009742686862
232	0.0009671102251
233	0.0009602432024
234	0.0009548871858
235	0.0009489456813
236	0.000940979265
237	0.0009341107096
238	0.0009285709404
239	0.0009208083153
240	0.0009143123173
241	0.0009072433199
242	0.0009020610083
243	0.0008957742509
244	0.0008923691795
245	0.0008888043676
246	0.0008833569004
247	0.0008791165125
248	0.0008748858883
249	0.0008700384412
250	0.000864453259
251	0.0008598846481
252	0.000854599192
253	0.0008490833214
254	0.0008453730174
255	0.000840629396
256	0.0008342217264
257	0.0008284962177
258	0.0008214183648
259	0.0008158443088
260	0.000812033869
261	0.000806562787
262	0.0008012824967
263	0.0007953245867
264	0.0007905905587
265	0.0007852709293
266	0.0007808638754
267	0.000776092552
268	0.0007715398925
269	0.0007674549875
270	0.0007632631915
271	0.0007591461
272	0.0007543272064
273	0.0007499638058
274	0.0007451405979
275	0.0007420140789
276	0.000738319783
277	0.0007354514372
278	0.0007317600364
279	0.0007295816285
280	0.0007271395411
281	0.0007230304536
282	0.0007190423352
283	0.0007140716485
284	0.0007097747212
285	0.0007061919712
286	0.0007029950051
287	0.0007005521229
288	0.0006971931458
289	0.0006953708898
290	0.0006908108507
291	0.0006863998799
292	0.0006830497015
293	0.0006788263434
294	0.000674197617
295	0.0006712673392
296	0.0006677280154
297	0.0006648998033
298	0.0006611070179
299	0.0006571698189
300	0.0006544729642
301	0.0006511755217
302	0.0006488293693
303	0.0006468771185
304	0.0006439466704
305	0.0006409054143
306	0.0006377269541
307	0.0006353038266
308	0.0006315217132
309	0.0006284453755
310	0.0006258420717
311	0.0006239350637
312	0.0006214929195
313	0.0006190148989
314	0.000616722334
315	0.0006138557479
316	0.0006108124483
317	0.0006089786688
318	0.0006063028744
319	0.0006035545894
320	0.0006006346998
321	0.0005974492573
322	0.0005948239281
323	0.0005929750488
324	0.0005899554207
325	0.0005866966929
326	0.0005836873963
327	0.0005814466022
328	0.0005789124966
329	0.0005765757107
330	0.000573849451
331	0.0005715017092
332	0.0005684748718
333	0.0005660749617
334	0.0005645906358
335	0.0005621586527
336	0.0005606123947
337	0.0005582458065
338	0.0005561559541
339	0.0005542339597
340	0.0005512759231
341	0.0005488804408
342	0.0005470957075
343	0.0005447607949
344	0.000542456309
345	0.0005402025155
346	0.0005380890483
347	0.0005351726214
348	0.0005328944751
349	0.0005308737074
350	0.0005287422453
351	0.0005272048428
352	0.0005253970623
353	0.0005233444486
354	0.000521376133
355	0.0005199283645
356	0.0005183537233
357	0.0005170585996
358	0.0005143663997
359	0.0005125891027
360	0.0005105064596
361	0.0005088980993
362	0.0005064250174
363	0.0005044926916
364	0.0005027470135
365	0.0005006116345
366	0.0004986688069
367	0.000496751808
368	0.0004949802444
369	0.0004929351239
370	0.0004914081097
371	0.0004894837311
372	0.0004874332178
373	0.0004857715539
374	0.0004841679051
375	0.0004814703124
376	0.000479906173
377	0.0004779318401
378	0.0004762288502
379	0.0004745947179
380	0.0004730412222
381	0.0004713466905
382	0.0004701691298
383	0.0004673035372
384	0.000465785265
385	0.0004644797529
386	0.0004624470359
387	0.0004607963846
388	0.000459040375
389	0.0004571707192
390	0.0004554748819
391	0.0004545241027
392	0.0004527393693
393	0.0004512498776
394	0.0004498540787
395	0.0004484562079
396	0.0004473685367
397	0.0004462525958
398	0.0004446811903
399	0.000442993726
400	0.0004421822514
401	0.0004410667646
402	0.0004396398011
403	0.0004381300722
404	0.0004369462956
405	0.0004354688951
406	0.0004343113161
407	0.0004334246545
408	0.0004321807623
409	0.0004306042194
410	0.000429375342
411	0.0004277633485
412	0.0004267992292
413	0.000426012902
414	0.0004248118401
415	0.0004236583766
416	0.0004222557658
417	0.0004212575299
418	0.0004198577007
419	0.0004183153879
420	0.0004174606005
421	0.0004164423829
422	0.0004148353565
423	0.0004136266595
424	0.0004123598053
425	0.0004109046573
426	0.0004096742471
427	0.0004083790666
428	0.0004070195698
429	0.0004058883304
430	0.0004044244403
431	0.0004034546443
432	0.0004023673989
433	0.000401503387
434	0.0004002320483
435	0.0003989399047
436	0.0003976017237
437	0.0003965163231
438	0.0003954880011
439	0.0003940418221
440	0.0003931428137
441	0.0003918514365
442	0.0003910867373
443	0.0003900348289
444	0.0003890509832
445	0.0003879968893
446	0.0003864098163
447	0.0003848899546
448	0.000383634397
449	0.0003826234454
450	0.0003819684755
451	0.0003807397683
452	0.0003797030733
453	0.000378779627
454	0.0003774761018
455	0.0003764252152
456	0.0003754014628
457	0.0003744467383
458	0.000372868379
459	0.0003709926492
460	0.0003699871472
461	0.0003688416027
462	0.0003677692016
463	0.0003667800767
464	0.0003656989336
465	0.0003648454235
466	0.0003641133933
467	0.0003624931687
468	0.0003615073931
469	0.0003605463391
470	0.0003597451392
471	0.0003590563933
472	0.0003583212126
473	0.0003570185957
474	0.000355538811
475	0.0003545388154
476	0.0003535955577
477	0.0003525607075
478	0.000351507607
479	0.0003506951673
480	0.0003500459024
481	0.000349386079
482	0.0003479637702
483	0.000346950548
484	0.0003462048372
485	0.0003454236757
486	0.0003444660845
487	0.000343816848
488	0.0003430243901
489	0.0003422810066
490	0.0003413351377
491	0.0003403314522
492	0.0003392095225
493	0.0003384330727
494	0.0003375165803
495	0.0003368503423
496	0.0003363222735
497	0.0003355437233
498	0.0003348212867
499	0.000333938627
500	0.0003331127053
501	0.0003324484257
502	0.0003316745304
503	0.0003309335027
504	0.0003299997534
505	0.0003293471677
506	0.0003281703449
507	0.0003273614815
508	0.0003262541975
509	0.000325516065
510	0.000324799532
511	0.0003240092028
512	0.0003233312709
513	0.0003225681328
514	0.0003212688367
515	0.0003206049828
516	0.0003199097656
517	0.0003191641399
518	0.000318486577
519	0.0003177903664
520	0.0003169939064
521	0.0003160783223
522	0.0003154832125
523	0.0003148132846
524	0.0003139458668
525	0.000312889786
526	0.0003122029418
527	0.0003114714509
528	0.0003108112869
529	0.0003100152243
530	0.0003093424298
531	0.0003086757376
532	0.0003079059294
533	0.0003071267832
534	0.0003065045391
535	0.0003058075337
536	0.0003051746175
537	0.0003045042072
538	0.0003038737887
539	0.0003031429506
540	0.0003024681693
541	0.0003017140286
542	0.0003009883563
543	0.0003003382967
544	0.000299514305
545	0.0002991346518
546	0.000298668288
547	0.000298116491
548	0.0002975379853
549	0.000296923206
550	0.0002962422655
551	0.000295526953
552	0.0002947828883
553	0.0002940884374
554	0.0002934797889
555	0.0002928972812
556	0.0002922771374
557	0.0002916585264
558	0.0002911008823
559	0.0002905438344
560	0.0002900378193
561	0.000289487782
562	0.0002889123417
563	0.0002882738057
